FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Maximillian,Aarons,DEF,NOR,4400000,0,9,1.1,2.5E-07,2.04545454545455E-06,0,126185,3,20,0,0,0,0,0,2,1659,-1,0,9,1,0.4,0,1.8,0,0,1,0,0,1.3,29610,0,-1,0,0,720,844,0,0,94,Brighton,Watford,Everton,Arsenal,Southampton,0.6,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.9,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,1.1,0.6,0.6,0.6,0.8,0.6,0.6,0.6
Rolando,Aarons,MID,NEW,4900000,0,0,0,0,0,0,3853,0,0,0,0,0,0,0,0,46,-1,0,0,1,0,0,0,0,0,0,0,0,0,1299,0,-1,0,0,0,6,0,0,0,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammy,Abraham,FWD,CHE,7800000,5,61,6.1,7.82051282051282E-07,7.82051282051282E-06,0,465824,2,10,0,0,0,8,0,7.8,43916,8,0,61,-8,0.5,0,4.2,11,0,3,0,1,46.1,3313274,1,-1,0,3,728,88750,0,0,214,Watford,Crystal Palace,Man City,West Ham,Aston Villa,7.4,8.8,7.8,8.5,9.1,6.9,8.3,7.2,7.7,7.2,7.1,9.1,6.3,8.9,6.4,9.1,9.1,7.3,9.1,6.9,8,7.2,8.8,6.8,6.4,9.1,7.3,7.5
,Adam Smith,DEF,BOU,4300000,6,16,2.7,6.27906976744186E-07,3.72093023255814E-06,0,76771,2,7,0,0,0,0,0,3.7,421,-2,0,16,2,0.7,0,2.8,0,0,2,0,0,0.5,11841,0,-1,0,0,490,1411,0,0,85,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,3.1,2.9,2.2,2.3,2.3,2.4,2,2.4,2.5,1.8,2.5,3.1,1.9,2.4,3.5,2.6,1.6,2.4,2.3,3.1,2.1,3.6,2,3.1,2.7,2,2.1,2.6
Che,Adams,FWD,SOU,5500000,0,16,2.3,4.18181818181818E-07,2.90909090909091E-06,0,79815,0,7,0,0,0,0,0,2.9,1582,-5,0,16,5,0,0,0.2,0,0,2,0,1,0.4,25650,0,-1,0,0,454,336,0,0,26,Man City,Everton,Arsenal,Watford,Norwich,2.3,2,2,1.9,2.6,1.7,1.6,1.9,2.3,1.7,2.2,1.7,1.2,1.9,2.1,1.9,1.9,2,1.5,2.7,1.8,2.3,1.4,1.9,2.1,1.7,2.1,1.2
,Adrian,GLK,LIV,4400000,0,23,2.9,6.59090909090909E-07,5.22727272727273E-06,0,414258,1,6,0,12,0,0,0,5.1,36090,-1,1,23,1,0.4,0,1.8,0,0,2,0,0,3.9,575038,0,-1,0,0,681,812,-1,0,105,Aston Villa,Man City,Crystal Palace,Brighton,Everton,2.9,2.1,2.8,2.5,3.9,2,3.3,0,2.3,2.4,2.6,2.7,3.3,2.5,2.3,2.3,3.2,3,2.1,3,3.3,2.4,3.7,2.2,2.5,2.2,2.6,3.4
Sergio,Aguero,FWD,MCI,12100000,1,62,6.9,5.70247933884298E-07,5.12396694214876E-06,0,842259,0,8,0,0,0,8,0,5.1,191123,1,1,62,-1,0.1,0,1.8,6,0,2,0,3,26.2,1279284,0,-1,0,2,574,16490,-1,0,258,Southampton,Liverpool,Chelsea,Newcastle,Burnley,8.1,9.2,9.3,8.2,8.8,10.1,8.9,9.2,8.9,6.9,10.2,8.6,9.7,8.3,8.7,9.3,8.3,9.6,8.6,9.7,9.1,8.5,10.4,9,9,9.2,9,10
Albian,Ajeti,FWD,WHU,5800000,1,2,0.2,3.44827586206897E-08,3.44827586206897E-07,0,3935,0,1,0,0,0,0,0,0.3,52,-2,0,2,2,0.1,0,0.5,0,0,0,0,0,0,1479,0,-1,0,0,20,52,0,0,3,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Nathan,Ake,DEF,BOU,5000000,8,38,3.8,7.6E-07,7.6E-06,0,567234,1,13,0,0,0,1,0,7.8,9306,0,-1,38,0,1.2,0,5.8,5,0,2,0,1,13.2,294832,0,-1,0,0,900,46774,1,0,203,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,5,4.6,3.8,3.9,3.9,4,3.4,4,4.2,3.2,4.2,5,3.3,4,5.5,4.4,2.8,4.1,3.9,5,3.6,5.5,3.5,5,4.4,3.5,3.6,4.2
Marc,Albrighton,MID,LEI,5300000,1,9,0.9,1.69811320754717E-07,1.69811320754717E-06,0,15757,1,2,0,0,0,0,0,1.7,536,-2,0,9,2,0.3,0,1.5,0,0,0,0,1,0.2,6290,0,-1,0,0,182,275,0,0,49,Crystal Palace,Arsenal,Brighton,Everton,Watford,0.4,0.5,0.4,0.5,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.6,0.4,0.5
Toby,Alderweireld,DEF,TOT,5400000,1,23,2.3,4.25925925925926E-07,4.25925925925926E-06,0,321456,0,15,0,0,0,0,0,4.2,14022,-1,1,23,1,0.3,0,1.5,1,0,1,0,1,6,207743,0,-1,0,1,900,2900,-1,0,169,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,1.7,2.1,1.7,1.7,1.4,2,1.4,2.1,2,1.3,2,2,1.7,2.5,1.7,1.7,1.3,1.9,1.2,2.6,2.6,1.8,3.1,1.2,2.2,2.1,2.3,1.6
Trent,Alexander-Arnold,DEF,LIV,7200000,1,43,4.3,5.97222222222222E-07,5.97222222222222E-06,0,643343,3,8,0,0,0,1,0,6,54779,2,0,43,-2,0.4,0,3,3,0,2,0,3,28.9,980372,0,-1,0,1,900,26673,0,0,229,Aston Villa,Man City,Crystal Palace,Brighton,Everton,5.2,3.9,4.9,4.6,6.4,3.8,5.7,0,4.3,4.3,4.7,4.9,5.7,4.6,4.2,4.2,5.5,5.2,3.9,5.2,5.7,4.4,6.2,4.1,4.5,4.1,4.6,5.5
,Alisson,GLK,LIV,5800000,3,6,0.6,1.03448275862069E-07,1.03448275862069E-06,0,1491090,0,2,0,6,0,0,0,1,4657,-2,0,6,2,0.2,0,1.2,0,0,0,0,0,7,138033,0,-1,0,0,218,28698,0,0,39,Aston Villa,Man City,Crystal Palace,Brighton,Everton,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Bamidele,Alli,MID,TOT,8400000,2,10,1,1.19047619047619E-07,1.19047619047619E-06,0,35898,1,4,0,0,0,1,0,1.2,1211,-1,0,10,1,0.3,0,2.2,1,0,0,0,0,0.5,17369,0,-1,0,0,210,1195,0,0,31,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,0.5,0.7,0.5,0.7,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.5,0.5
Miguel,Almiron,MID,NEW,5800000,2,22,2.2,3.79310344827586E-07,3.79310344827586E-06,0,48105,2,12,0,0,0,0,0,3.8,940,-2,0,22,2,0.4,0,2.2,0,0,4,0,0,0.4,20709,0,-1,0,0,819,429,0,0,61,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,1.1,2.2,1.1,1.1,2.3,1.6,1.2,2,1.1,2.2,1.6,1.7,1.5,1.1,2.1,1.2,1.2,2.1,1.9,2.4,1.8,1.7,1.7,1.1,1.5,1.8,1.4,1.3
Marcos,Alonso,DEF,CHE,6300000,6,36,5.1,8.09523809523809E-07,5.71428571428571E-06,0,220267,3,4,0,0,0,1,0,5.7,6168,-2,-1,36,2,1.2,0,7.5,3,0,3,0,2,4.4,183335,0,-1,0,1,498,35198,1,0,147,Watford,Crystal Palace,Man City,West Ham,Aston Villa,6.2,7.5,5.3,7.3,7.6,5.8,5.4,5.8,5.7,4.9,4.9,6.2,6.1,6.5,5.1,7.4,7.5,4.5,7.6,5.9,5.4,6.2,7.4,5.9,6.4,7.1,5.8,6
Steven,Alzate,MID,BHA,4500000,2,10,1,2.22222222222222E-07,2.22222222222222E-06,0,1401,1,5,0,0,0,0,0,2.2,212,0,0,10,0,0.4,0,1.8,0,0,2,0,0,0,3723,0,-1,0,0,366,476,0,0,46,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.7,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5
Ibrahim,Amadou,MID,NOR,4500000,2,13,1.3,2.88888888888889E-07,2.88888888888889E-06,0,5665,1,15,0,0,0,0,0,2.9,554,0,0,13,0,0.5,0,2.2,0,0,1,0,0,0.1,8921,0,-1,0,0,594,226,0,0,94,Brighton,Watford,Everton,Arsenal,Southampton,0,1.1,0.6,0.9,0.7,1.1,0.6,0.9,0.6,0.8,0.9,0.6,1,0.6,0.6,0.6,0.6,0.7,0.9,0.7,1,0.6,1,0.6,0.7,0.6,1,0.6
Daniel,Amartey,MID,LEI,4400000,0,0,0,0,0,0,15444,0,0,0,0,0,0,0,0,647,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,9462,0,-1,0,0,0,249,0,0,0,Crystal Palace,Arsenal,Brighton,Everton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4500000,0,0,0,0,0,0,816,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,-1,0,0,0,9,0,0,0,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,1579,0,0,0,0,0,0,0,0,45,-1,0,0,1,0,0,0,0,0,0,0,0,0,787,0,-1,0,0,0,11,0,0,0,Watford,Crystal Palace,Man City,West Ham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,5,1.7,3.54166666666667E-07,1.04166666666667E-06,0,188113,0,2,0,0,0,1,0,1,916,-2,0,5,2,0,0,0,1,0,0,0,0,0.5,159202,0,-1,0,0,71,29,0,1,20,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5300000,2,11,1.6,3.0188679245283E-07,2.07547169811321E-06,0,60376,3,7,0,0,0,0,0,2.1,557,-2,0,11,2,0.2,0,1.2,0,0,2,0,0,0.4,11880,0,-1,0,0,501,312,0,0,63,Tottenham,Southampton,Norwich,Leicester,Liverpool,1.2,1,1.3,0.8,0.8,0.9,0.8,1.3,1.4,0.8,0.8,1.4,0.8,1.5,0.8,1.3,0.8,1.3,0.8,0.8,0.8,1,0.8,1,0.9,1.2,1.2,1.5
,Angelino,DEF,MCI,4700000,1,1,0.1,2.12765957446809E-08,2.12765957446809E-07,0,12369,1,0,0,0,0,0,0,0.2,186,-3,0,1,3,0,0,0.2,0,0,0,0,0,0.1,2989,0,-1,0,0,62,97,0,0,19,Southampton,Liverpool,Chelsea,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,MID,WHU,6900000,0,6,0.6,8.69565217391304E-08,8.69565217391304E-07,0,61537,0,2,0,0,0,0,0,0.9,495,-1,0,6,1,0,0,0,0,0,0,0,1,0.7,5330,0,-1,0,0,125,10,0,0,10,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,0,0,0,0,0,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Stuart,Armstrong,MID,SOU,5200000,1,6,0.6,1.15384615384615E-07,1.15384615384615E-06,0,6946,1,4,0,0,0,0,0,1.2,169,-3,0,6,3,0.1,0,0.5,0,0,0,0,0,0.1,1280,0,-1,0,0,85,23,0,0,11,Man City,Everton,Arsenal,Watford,Norwich,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,6821,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0.1,680,0,-1,0,0,0,32,0,0,0,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernard,Ashley-Seal,FWD,WOL,4500000,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,-1,0,0,0,431,0,0,0,Arsenal,Aston Villa,Bournemouth,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5400000,1,20,2.5,4.62962962962963E-07,3.7037037037037E-06,0,19905,1,9,0,0,0,0,0,3.7,853,-1,0,20,1,0.2,0,1.2,0,0,2,0,2,0.2,20074,0,-1,0,0,439,195,0,0,65,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,1.4,2.7,1.2,1.2,2.7,2,1.5,2.5,1.2,2.6,1.9,2.1,1.8,1.3,2.5,1.5,1.4,2.6,2.3,2.9,2.2,2,2.1,1.2,1.9,2.2,1.7,1.6
Pierre-Emerick,Aubameyang,FWD,ARS,11100000,2,59,5.9,5.31531531531532E-07,5.31531531531532E-06,0,1038741,2,14,0,0,0,7,0,5.3,106195,1,0,59,-1,0.3,0,3.8,10,0,2,0,1,27.9,1129441,0,-1,0,1,900,26413,0,0,227,Wolverhampton,Leicester,Southampton,Norwich,Brighton,7.4,5.7,7.6,6.5,8.4,6.5,7.9,6.2,6.7,8.6,8.9,6.2,6.2,7,6.6,8,8.9,7.2,8.3,6.5,8.2,8.9,6.3,8.1,6.6,7.6,6.3,8.7
Serge,Aurier,DEF,TOT,4800000,1,16,1.6,3.33333333333333E-07,3.33333333333333E-06,0,191929,0,6,0,0,0,0,0,3.3,5767,-2,1,16,2,0,0,0.2,2,0,1,0,2,1.6,265383,0,-1,0,1,383,3167,-1,1,72,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,1,1.2,0.9,0.9,0.8,1.1,0.8,1.2,1.1,0.8,1.1,1.1,0.9,1.4,0.9,0.9,0.8,1.1,0.8,1.5,1.5,1,1.9,0.8,1.2,1.2,1.3,0.8
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,1484,0,-1,0,0,0,753,0,0,0,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,8416,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0.1,360,0,-1,0,0,0,16,0,0,0,Man City,Everton,Arsenal,Watford,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5100000,8,42,4.7,9.2156862745098E-07,8.23529411764706E-06,0,470949,3,9,0,0,0,4,0,8.2,16413,1,0,42,-1,1,0,5,11,0,5,0,0,8.1,773667,0,-1,0,0,709,44578,0,0,134,Leicester,Chelsea,Liverpool,Burnley,Bournemouth,6,5,5.6,4.6,6.1,5.1,6.3,3.9,6.2,6.5,5.1,6.6,5.1,6.1,4.5,4.3,6,4.5,6.8,4.7,4.7,6.7,3.9,6.6,4.4,7,4.4,7
Cesar,Azpilicueta,DEF,CHE,5900000,1,28,2.8,4.74576271186441E-07,4.74576271186441E-06,0,266994,0,16,0,0,0,0,0,4.7,8771,-1,0,28,1,0.7,0,4,1,0,2,0,2,6.2,138098,0,-1,0,0,900,6676,0,0,180,Watford,Crystal Palace,Man City,West Ham,Aston Villa,2.6,3.4,2.1,3.2,3.7,2.6,2.1,2.4,2.3,1.9,1.9,2.6,3,2.7,2,3.3,3.4,1.7,3.9,2.6,2.2,2.6,3.3,2.4,2.7,3.1,2.4,2.4
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,2384,0,0,0,0,0,0,0,0,19,-1,0,0,1,0,0,0,0,0,0,0,0,0,710,0,-1,0,0,0,11,0,0,0,Bournemouth,Brighton,Sheffield United,Aston Villa,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Baines,DEF,EVE,4900000,0,0,0,0,0,0,7489,0,0,0,0,0,0,0,0,309,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4775,0,-1,0,0,0,247,0,0,0,Tottenham,Southampton,Norwich,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4300000,1,1,0.1,2.32558139534884E-08,2.32558139534884E-07,0,18775,2,6,0,0,0,0,0,0.2,294,-2,0,1,2,0,0,0.2,0,0,0,0,0,0.3,4400,0,-1,0,0,181,196,0,0,20,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George,Baldock,DEF,SHU,4500000,1,37,3.7,8.22222222222222E-07,8.22222222222222E-06,0,25915,3,8,0,0,0,0,0,8.2,1761,0,0,37,0,0.8,0,3.8,3,0,4,0,1,0.9,70684,0,-1,0,0,900,4644,0,0,146,Burnley,Tottenham,Man Utd,Wolverhampton,Newcastle,3.4,4.1,4.4,3.9,5.1,3.5,5,3.4,4.5,3.7,4.1,4.3,3.4,2.9,4.1,2.9,3.5,4.4,4.2,4.8,3.7,4.5,3.1,3.3,3.5,3.6,5.2,4.8
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,3718,0,0,0,0,0,0,0,0,57,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,702,0,-1,0,0,0,33,0,0,0,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,5591,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0.2,14370,0,-1,0,0,0,1003,0,0,0,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,-1,0,0,0,69,0,0,0,Tottenham,Southampton,Norwich,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,0,0,0,0,0,0,6359,0,0,0,0,0,0,0,0,133,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1800,0,-1,0,0,0,57,0,0,0,Sheffield United,West Ham,Watford,Crystal Palace,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5600000,0,9,0.9,1.60714285714286E-07,1.60714285714286E-06,0,428252,0,5,0,0,0,0,0,1.6,5833,-4,0,9,4,0.2,0,1,0,0,1,0,0,1.6,70176,0,-1,0,0,335,109,0,0,38,Watford,Crystal Palace,Man City,West Ham,Aston Villa,0,0,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.6,0.5,0.4,0.5
Ashley,Barnes,FWD,BUR,6300000,2,36,4,6.34920634920635E-07,5.71428571428571E-06,0,922196,2,11,0,0,0,4,0,5.7,17936,-2,1,36,2,0.2,0,1.2,4,0,4,0,0,4,997181,0,-1,0,1,706,6775,-1,0,105,Sheffield United,West Ham,Watford,Crystal Palace,Man City,3.1,5,4.1,5.2,4.7,4.1,4.8,3.7,3.4,5.8,5.5,4,4.8,3.6,5.3,5.4,4.9,3,5.9,4,5.5,3.3,3.5,3.6,3.6,4.3,4.3,5.1
Harvey,Barnes,MID,LEI,5900000,9,37,3.7,6.27118644067797E-07,6.27118644067797E-06,0,18366,0,4,0,0,0,1,0,6.3,1915,-1,0,37,1,1.1,0,6.2,3,0,1,0,5,0.7,44776,0,-1,0,1,479,15549,0,0,131,Crystal Palace,Arsenal,Brighton,Everton,Watford,2.7,4.5,3.2,4.6,4.8,2.2,4.5,2,3,2.6,3.3,3.7,2.9,3.8,3.4,3.7,2.4,2.6,4.1,3.5,4.6,2.6,4.4,2.9,3.7,5,2.3,4.4
Chris,Basham,DEF,SHU,4500000,2,35,3.5,7.77777777777778E-07,7.77777777777778E-06,0,6714,0,8,0,0,0,0,0,7.8,340,0,0,35,0,0.9,0,4.2,1,0,4,0,0,0.2,9975,0,-1,0,0,864,1285,0,0,154,Burnley,Tottenham,Man Utd,Wolverhampton,Newcastle,3.2,3.8,4.1,3.5,4.8,3.2,4.6,3.1,4.1,3.4,3.8,4,3.1,2.7,3.8,2.6,3.2,4,3.8,4.6,3.4,4.2,2.8,3,3.2,3.3,4.8,4.4
Michy,Batshuayi,FWD,CHE,6600000,0,13,1.3,1.96969696969697E-07,1.96969696969697E-06,0,46649,0,2,0,0,0,1,0,2,1197,-4,0,13,4,0.3,0,1.8,1,0,0,0,1,0.5,13057,0,-1,0,0,45,1713,0,0,33,Watford,Crystal Palace,Man City,West Ham,Aston Villa,0.7,0.9,0.7,0.8,1,0.6,0.8,0.7,0.9,0.6,0.6,1,0.6,1,0.6,1.1,1.2,0.6,1.1,0.6,0.8,0.6,1,0.6,0.6,1.4,0.6,0.7
Jan,Bednarek,DEF,SOU,4500000,-2,18,1.8,4E-07,4E-06,0,42685,1,25,0,0,0,0,0,4,3327,0,0,18,0,0,0,0,1,0,2,0,0,0.8,45118,0,-1,0,0,900,88,0,0,146,Man City,Everton,Arsenal,Watford,Norwich,1.3,1.7,1.2,1.3,1.2,1.9,1.3,1.6,1.3,1.4,1.4,1.2,0.9,1.5,1.5,0.9,1.6,1.6,1.7,1.2,1,1.6,0.9,1.6,1.3,0.9,1.1,1
Asmir,Begovic,GLK,BOU,4300000,0,0,0,0,0,0,132762,0,0,0,0,0,0,0,0,1652,-2,0,0,2,0,0,0,0,0,0,0,0,1.1,11517,0,-1,0,0,0,46,0,0,0,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,0,0,0,0,0,13213,0,0,0,0,0,0,0,0,1836,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,22380,0,-1,0,0,0,1424,0,0,0,Wolverhampton,Leicester,Southampton,Norwich,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4900000,0,16,1.6,3.26530612244898E-07,3.26530612244898E-06,0,30703,2,5,0,0,0,0,0,3.3,1556,-1,0,16,1,0.4,0,1.8,0,0,2,0,0,0.4,13015,0,-1,0,0,454,26,0,0,84,Arsenal,Aston Villa,Bournemouth,Sheffield United,West Ham,0,1.6,0.8,1,1.3,0.8,1.4,0.8,0.8,1,1.2,1.7,1.3,1,0.9,1.1,1.2,1,1,1.2,0.8,1.1,1,1.2,1.7,0.8,1.4,0.9
Christian,Benteke,FWD,CRY,5700000,1,10,1.1,1.92982456140351E-07,1.75438596491228E-06,0,63357,1,3,0,0,0,0,0,1.8,922,-3,0,10,3,0.1,0,0.5,0,0,1,0,0,0.6,25829,0,-1,0,0,255,527,0,0,39,Leicester,Chelsea,Liverpool,Burnley,Bournemouth,0.7,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.8,0.6,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.8,0.6,0.8,0.6,0.9,0.6,1
,Bernard,MID,EVE,6500000,1,28,2.8,4.30769230769231E-07,4.30769230769231E-06,0,181499,2,4,0,0,0,2,0,4.3,5602,0,0,28,0,0.4,0,2.8,5,0,3,0,0,0.9,181378,0,-1,0,2,447,462,0,0,83,Tottenham,Southampton,Norwich,Leicester,Liverpool,0,2.5,3.1,1.4,1.4,2.3,1.4,3.1,3.2,1.9,1.4,3.2,1.4,3.4,2,3.1,1.6,3.1,1.4,2.1,1.4,2.4,1.4,2.6,2.2,2.8,2.9,3.3
,Bernardo,DEF,BHA,4300000,0,2,0.2,4.65116279069767E-08,4.65116279069767E-07,0,7327,0,3,0,0,0,0,0,0.5,151,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1537,0,-1,0,0,67,10,0,0,14,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
