FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Charlie,Daniels,DEF,BOU,4300000,0,3,0.3,6.97674418604651E-08,6.97674418604651E-07,0,15077,0,2,0,0,0,0,0,0.7,159,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,3039,0,-1,0,0,126,14,0,0,18,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Danilo,DEF,MCI,5000000,0,0,0,0,0,0,5403,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,-1,0,0,0,10,0,0,0,Southampton,Liverpool,Chelsea,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Danjuma,MID,BOU,5800000,3,6,0.6,1.03448275862069E-07,1.03448275862069E-06,0,3801,0,0,0,0,0,0,0,1,39,-2,0,6,2,0.3,0,1.5,0,0,1,0,0,0,473,0,-1,0,0,105,56,0,0,8,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Scott,Dann,DEF,CRY,4400000,0,9,0.9,2.04545454545455E-07,2.04545454545455E-06,0,14640,0,1,0,0,0,0,0,2,272,-1,0,9,1,0,0,0.2,0,0,1,0,0,0.2,8096,0,-1,0,0,187,80,0,0,40,Leicester,Chelsea,Liverpool,Burnley,Bournemouth,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.8,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.6
Kevin,Danso,DEF,SOU,4400000,-1,8,0.8,1.81818181818182E-07,1.81818181818182E-06,0,2166,0,7,0,0,0,0,0,1.8,102,-1,0,8,1,0,0,0,0,0,1,0,1,0,2466,0,-1,0,0,260,15,0,1,38,Man City,Everton,Arsenal,Watford,Norwich,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Karl,Darlow,GLK,NEW,4400000,0,0,0,0,0,0,4286,0,0,0,0,0,0,0,0,127,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1208,0,-1,0,0,0,34,0,0,0,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4900000,0,0,0,0,0,0,4466,0,0,0,0,0,0,0,0,35,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,444,0,-1,0,0,0,2,0,0,0,Bournemouth,Brighton,Sheffield United,Aston Villa,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,David Luiz,DEF,ARS,5800000,7,30,3.3,5.68965517241379E-07,5.17241379310345E-06,0,338577,2,14,0,0,0,2,0,5.2,5038,-2,0,30,2,1.1,0,6.5,3,0,1,0,0,5.9,106882,0,-1,0,1,810,15061,0,0,155,Wolverhampton,Leicester,Southampton,Norwich,Brighton,3.3,2.4,3.1,2.4,3.5,3.1,2.9,3.2,2.1,3.5,4.3,2.9,3.5,2.5,2,4.9,4.9,2.5,4.2,2.3,3.5,4,2.7,3.8,2.9,3.4,3.1,4.3
,David Silva,MID,MCI,7700000,9,60,6,7.79220779220779E-07,7.79220779220779E-06,0,461158,0,4,0,0,0,3,0,7.8,18230,2,-1,60,-2,0.8,0,6,7,0,6,0,5,12.8,970620,0,-1,0,3,650,76932,1,0,202,Southampton,Liverpool,Chelsea,Newcastle,Burnley,6.6,6.3,6.2,7.7,7.1,7.7,7.1,6.4,8.3,7.4,8.1,5.8,7.7,8.6,6.1,6.8,5.6,7.8,6.2,8,6,5.5,8.8,8.4,7.6,8,7.8,7.8
Ben,Davies,DEF,TOT,5400000,0,3,0.3,5.55555555555556E-08,5.55555555555556E-07,0,9933,0,3,0,0,0,0,0,0.6,292,-1,0,3,1,0,0,0.2,0,0,0,0,0,0.2,5212,0,-1,0,0,106,247,0,0,19,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Tom,Davies,MID,EVE,5300000,2,6,0.6,1.13207547169811E-07,1.13207547169811E-06,0,6766,1,4,0,0,0,0,0,1.1,152,-2,0,6,2,0.2,0,1.2,0,0,1,0,0,0.1,2469,0,-1,0,0,200,75,0,0,24,Tottenham,Southampton,Norwich,Leicester,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Keinan,Davis,MID,AVL,4400000,1,6,0.6,1.36363636363636E-07,1.36363636363636E-06,0,18235,0,1,0,0,0,0,0,1.4,670,-1,0,6,1,0.2,0,0.8,0,0,0,0,0,0.3,12836,0,-1,0,0,74,800,0,0,16,Liverpool,Wolverhampton,Newcastle,Man Utd,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Craig,Dawson,DEF,WAT,4800000,5,13,1.3,2.70833333333333E-07,2.70833333333333E-06,0,12411,2,21,0,0,0,0,0,2.7,233,-2,0,13,2,0.5,0,2.2,0,0,1,0,0,0.2,4133,0,-1,0,0,843,317,0,0,116,Chelsea,Norwich,Burnley,Southampton,Leicester,0.8,0.6,0.8,0.8,0.6,1.1,0.6,1.1,0.8,1.3,0.7,0.6,1.1,0.7,1.3,0.6,0.6,0.7,0.6,0.9,0.6,0.7,0.6,1,1.3,0.7,0.6,0.6
Kevin,De Bruyne,MID,MCI,10200000,6,72,8,7.84313725490196E-07,7.05882352941176E-06,0,1368428,0,4,0,0,0,2,0,7.1,14264,7,-1,72,-7,0.4,0,4.5,10,0,5,0,10,39.2,2778990,0,-1,0,3,693,104826,1,0,278,Southampton,Liverpool,Chelsea,Newcastle,Burnley,9.3,9.5,9.3,10.3,10.2,11.2,10.3,9.7,11,9.9,11.7,8.9,11.3,11.4,9.3,10.2,8.6,11.2,9.4,11.3,9.1,8.5,12,11.2,10.4,10.6,10.4,11.4
David,de Gea,GLK,MUN,5500000,2,37,3.7,6.72727272727273E-07,6.72727272727273E-06,0,741059,0,10,0,27,0,0,0,6.7,17331,0,0,37,0,0.5,0,2.8,5,0,2,0,0,14.4,718260,0,-1,0,1,900,8118,0,0,160,Bournemouth,Brighton,Sheffield United,Aston Villa,Tottenham,2.3,4.3,3.6,5.6,5.2,2.8,5.6,3.5,5.6,2.2,2.5,4.9,3.2,4.2,4,2.7,5.2,3.5,3.7,3.1,4.3,2.5,3.7,3.4,3.9,3.2,5,2.7
Troy,Deeney,FWD,WAT,6200000,0,4,0.4,6.45161290322581E-08,6.45161290322581E-07,0,170781,0,4,0,0,0,0,0,0.6,466,-3,0,4,3,0,0,0,0,0,0,0,0,0.5,15239,0,-1,0,0,180,60,0,0,11,Chelsea,Norwich,Burnley,Southampton,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Steven,Defour,MID,BUR,5500000,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,-1,0,0,0,1,0,0,0,Sheffield United,West Ham,Watford,Crystal Palace,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Delph,DEF,EVE,5400000,0,4,0.4,7.40740740740741E-08,7.40740740740741E-07,0,21340,2,13,0,0,0,0,0,0.7,513,-1,0,4,1,0.1,0,0.8,0,0,0,0,0,0.2,8078,0,-1,0,0,468,217,0,0,65,Tottenham,Southampton,Norwich,Leicester,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Leander,Dendoncker,MID,WOL,4400000,2,19,1.9,4.31818181818182E-07,4.31818181818182E-06,0,693617,0,10,0,0,0,0,0,4.3,18648,-1,0,19,1,0.6,0,2.5,0,0,3,0,0,9.6,411019,1,-1,0,0,770,19720,0,0,73,Arsenal,Aston Villa,Bournemouth,Sheffield United,West Ham,1.1,1.3,1.5,1.7,1.2,1.3,1.3,1,1,1,1.4,1.7,1.7,1,1,1.1,1.5,1,1.5,1,1.6,1,1.5,2,1.6,1.1,1.4,1
Gerard,Deulofeu,FWD,WAT,6100000,1,19,1.9,3.11475409836066E-07,3.11475409836066E-06,0,335574,2,16,0,0,0,0,0,3.1,4697,-4,0,19,4,0.2,0,1.2,2,0,1,0,1,1.8,80478,0,-1,0,0,622,1887,0,0,61,Chelsea,Norwich,Burnley,Southampton,Leicester,1.8,1.6,1.9,2,1,1.7,1.2,2,1,1.9,1.3,1.2,2.1,1.1,1.9,1.1,1.2,1.3,1,1.5,1.2,1.7,1.3,2.5,1.5,1.1,1.4,1.1
Grady,Diangana,MID,WHU,4400000,0,0,0,0,0,0,8017,0,0,0,0,0,0,0,0,240,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6094,0,-1,0,0,0,64,0,0,0,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,4900000,0,2,0.2,4.08163265306122E-08,4.08163265306122E-07,0,11449,1,3,0,0,0,0,0,0.4,306,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0.2,5634,0,-1,0,0,102,171,0,0,7,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lucas,Digne,DEF,EVE,5900000,-1,32,3.2,5.42372881355932E-07,5.42372881355932E-06,0,1182977,1,16,0,0,0,0,0,5.3,94354,-1,1,32,1,0.3,0,2,3,0,3,0,2,19.3,861873,1,-1,0,1,882,6345,-1,0,183,Tottenham,Southampton,Norwich,Leicester,Liverpool,4.3,3.1,4,2,2.4,3.5,2.2,3.7,3.4,3.2,2.1,3.5,2.7,4.8,2.7,4.3,1.9,4.3,2.1,3.4,2,3.8,2.4,3.2,2.3,4.7,2.8,3
Issa,Diop,DEF,WHU,4500000,1,26,2.6,5.77777777777778E-07,5.77777777777778E-06,0,159534,3,14,0,0,0,0,0,5.8,10865,0,0,26,0,0.1,0,0.5,2,0,3,0,0,4.8,224409,0,-1,0,0,900,2214,0,0,145,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,3.5,1.5,3,1.8,1.9,2.5,2.6,0,2.1,2.6,1.9,2.4,3.5,1.8,2.3,1.8,2.1,2.1,1.7,2.2,2.1,2.4,2.7,2.3,1.7,3,1.9,3.4
Moussa,Djenepo,MID,SOU,5200000,0,16,1.6,3.07692307692308E-07,3.07692307692308E-06,0,20002,2,0,0,0,0,2,0,3.1,348,-3,0,16,3,0,0,0,3,0,1,0,0,0.1,17964,0,-1,0,1,123,37,0,0,65,Man City,Everton,Arsenal,Watford,Norwich,0.8,0.9,1,1,0.9,1.2,0.8,0.8,0.8,0.9,0.8,0.8,0.9,1,0.8,0.9,0.8,0.9,1,0.9,0.9,1.2,0.8,0.9,0.8,0.9,1.3,1.1
Matt,Doherty,DEF,WOL,6000000,2,36,4,6.66666666666667E-07,6E-06,0,158998,0,6,0,0,0,1,0,6,8287,0,0,36,0,0.9,0,5.5,3,0,2,0,2,3.3,123929,0,-1,0,1,547,8370,0,0,108,Arsenal,Aston Villa,Bournemouth,Sheffield United,West Ham,3.7,5.7,3.3,4.2,5,3.6,5.2,3.8,3.5,4.4,4.7,5.7,5.1,4.1,4,4.6,4.9,4.3,4.2,4.7,3.5,4.7,4.4,4.9,5.9,3.3,5.2,3.9
Abdoulaye,Doucoure,MID,WAT,5700000,2,25,2.5,4.3859649122807E-07,4.3859649122807E-06,0,156951,2,21,0,0,0,1,0,4.4,2209,-3,0,25,3,0.7,0,4,2,0,2,0,0,1,16258,1,-1,0,0,880,1263,0,0,125,Chelsea,Norwich,Burnley,Southampton,Leicester,1.8,1.4,2.5,2.4,1.2,2.4,1.3,2.4,2.8,2.2,2.5,2.1,2.2,1.2,2.6,1.8,1.3,1.5,1.5,1.9,1.6,2,1.2,2.5,2.8,1.4,1.2,1.6
,Douglas Luiz,MID,AVL,4500000,2,25,2.5,5.55555555555556E-07,5.55555555555556E-06,0,266799,1,8,0,0,0,2,0,5.6,11370,0,0,25,0,0.5,0,2.2,2,0,2,0,0,3.9,450050,0,-1,0,0,383,9549,0,0,91,Liverpool,Wolverhampton,Newcastle,Man Utd,Chelsea,1.7,1.9,2.9,1.2,1.2,2,2.6,2.1,2.6,1.7,1.4,1.3,1.6,2.9,1.9,2.3,2.1,3,1.2,1.9,1.7,2.6,1.2,2.6,2.6,1.2,2.6,1.2
Luke,Dreher,MID,CRY,4400000,0,0,0,0,0,0,4819,0,0,0,0,0,0,0,0,182,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4484,0,-1,0,0,0,97,0,0,0,Leicester,Chelsea,Liverpool,Burnley,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,BUR,4400000,0,0,0,0,0,0,118474,0,0,0,0,0,0,0,0,1226,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,15876,0,-1,0,0,0,39,0,0,0,Sheffield United,West Ham,Watford,Crystal Palace,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josip,Drmic,FWD,NOR,5400000,0,10,1.7,3.14814814814815E-07,1.85185185185185E-06,0,11671,0,2,0,0,0,1,0,1.9,266,-1,0,10,1,0.3,0,1.5,0,0,0,0,0,0.1,4300,0,-1,0,0,72,203,0,0,30,Brighton,Watford,Everton,Arsenal,Southampton,0.8,1.7,0.8,1.6,1.5,0.9,0.8,1.2,0.8,1.9,1.5,0.8,1.4,1,0.8,1.2,0.8,1.4,0.8,1.5,1.7,0.8,1.5,1,1.4,0.9,1.7,1
Martin,Dubravka,GLK,NEW,5000000,3,36,3.6,7.2E-07,7.2E-06,0,37108,0,15,0,32,0,0,0,7.2,1302,0,0,36,0,0.8,0,3.8,1,0,3,0,0,1,31889,0,-1,0,0,900,1572,0,0,176,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,3.6,3.3,3.6,3.3,3.8,3.6,2.4,4.9,3,5.4,4.3,3.1,4,3.6,4.6,2.7,3.3,3.9,4,4,5.3,2.4,4.7,2.9,3.6,4.9,2.7,3.9
Mark,Duffy,MID,SHU,5300000,0,0,0,0,0,0,4824,0,0,0,0,0,0,0,0,19,-2,0,0,2,0,0,0,0,0,0,0,0,0,140,0,-1,0,0,0,5,0,0,0,Burnley,Tottenham,Man Utd,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4900000,0,12,1.2,2.44897959183673E-07,2.44897959183673E-06,0,138707,0,5,0,0,0,0,0,2.4,2093,-1,0,12,1,0,0,0.2,0,0,1,0,0,1.2,34181,0,-1,0,0,380,581,0,0,70,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0.9,0.6,0.8,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,1.1,0.6,0.6,0.9,0.7,1,0.6,0.7,0.6,0.9,0.6,0.7,0.6,0.7,1.2,0.6
Paul,Dummett,DEF,NEW,4500000,0,16,2.3,5.11111111111111E-07,3.55555555555556E-06,0,17570,2,13,0,0,0,0,0,3.6,792,0,0,16,0,-0.1,0,-0.5,2,0,2,0,0,0.3,18392,1,-1,0,0,630,99,0,0,111,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,1.8,1.6,1.8,1.6,1.9,1.8,1.2,2.6,1.4,3.1,2.2,1.5,2,1.8,2.4,1.3,1.6,2,2,2,2.9,1.2,2.5,1.4,1.8,2.6,1.3,2
Lewis,Dunk,DEF,BHA,4600000,1,35,3.5,7.60869565217391E-07,7.60869565217391E-06,0,353608,4,14,0,0,0,0,0,7.6,14739,1,0,35,-1,0.7,0,3.2,7,0,3,0,2,12.1,635469,0,-1,0,2,900,14280,0,0,203,Norwich,Man Utd,Leicester,Liverpool,Arsenal,4.3,2.9,4.1,3.3,2.6,3.5,3.3,3.8,3.2,3.1,3.7,3.6,5,2.4,3.5,4.6,3.7,4.6,3,3.9,2.8,4.6,2.7,3.7,3.1,3.9,5.2,2.3
Jake,Eastwood,GLK,SHU,4400000,0,0,0,0,0,0,9772,0,0,0,0,0,0,0,0,522,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1537,0,-1,0,0,0,5,0,0,0,Burnley,Tottenham,Man Utd,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ederson,GLK,MCI,6100000,9,44,4.4,7.21311475409836E-07,7.21311475409836E-06,0,553387,2,9,0,27,0,0,0,7.2,12143,1,0,44,-1,0.8,0,4.8,2,0,5,0,0,22,730674,0,-1,0,0,900,29561,0,0,201,Southampton,Liverpool,Chelsea,Newcastle,Burnley,4.2,5.1,4.7,5.7,3.9,5.7,4.3,5.1,4.9,4.7,6.5,5.4,5.8,5.7,5.1,5.6,4.5,4.9,4.7,4.6,4.6,4.6,5.9,6.1,4.3,3.9,5.5,5.4
John,Egan,DEF,SHU,4500000,2,37,3.7,8.22222222222222E-07,8.22222222222222E-06,0,7234,0,8,0,0,0,0,0,8.2,644,0,0,37,0,1,0,4.5,3,0,4,0,0,0.3,14101,0,-1,0,0,900,2719,0,0,177,Burnley,Tottenham,Man Utd,Wolverhampton,Newcastle,3.4,4.1,4.4,3.9,5.1,3.5,5,3.4,4.5,3.7,4.1,4.3,3.4,2.9,4.1,2.9,3.5,4.4,4.2,4.8,3.7,4.5,3.1,3.3,3.5,3.6,5.2,4.8
Anwar,El Ghazi,MID,AVL,5500000,1,37,4.1,7.45454545454545E-07,6.72727272727273E-06,0,68537,0,10,0,0,0,2,0,6.7,14710,0,0,37,0,0.9,0,4.8,0,0,2,0,3,1.7,148000,0,-1,0,0,565,5729,0,0,108,Liverpool,Wolverhampton,Newcastle,Man Utd,Chelsea,3.7,4.1,5.7,2.6,2.5,4.3,5.1,4.5,5.3,3.8,3.2,3,3.6,5.6,4.1,4.8,4.5,5.7,2.3,4.1,3.7,5.3,2.7,5.2,5.2,2.8,5.3,2.9
Ahmed,El Mohamady,DEF,AVL,4200000,0,7,0.7,1.66666666666667E-07,1.66666666666667E-06,0,104417,0,7,0,0,0,0,0,1.6,2446,-3,1,7,3,0,0,0,3,0,0,0,0,1,35878,0,-1,0,0,230,416,-1,0,53,Liverpool,Wolverhampton,Newcastle,Man Utd,Chelsea,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Harvey,Elliott,MID,LIV,4500000,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,-1,0,0,0,54,0,0,0,Aston Villa,Man City,Crystal Palace,Brighton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Elneny,MID,ARS,4300000,0,0,0,0,0,0,59469,0,0,0,0,0,0,0,0,3646,-2,0,0,2,0,0,0,0,0,0,0,0,0.8,82101,0,-1,0,0,0,4404,0,0,0,Wolverhampton,Leicester,Southampton,Norwich,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Elyounoussi,MID,SOU,5300000,0,0,0,0,0,0,3027,0,0,0,0,0,0,0,0,22,-2,0,0,2,0,0,0,0,0,0,0,0,0,199,0,-1,0,0,0,3,0,0,0,Man City,Everton,Arsenal,Watford,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Emerson,DEF,CHE,5500000,0,5,0.5,9.09090909090909E-08,9.09090909090909E-07,0,198487,0,10,0,0,0,0,0,0.9,1283,0,0,5,0,0,0,0,0,0,0,0,0,0.8,154072,0,-1,0,0,374,648,0,0,74,Watford,Crystal Palace,Man City,West Ham,Aston Villa,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bjorn,Engels,DEF,AVL,4500000,1,30,3,6.66666666666667E-07,6.66666666666667E-06,0,43208,1,15,0,0,0,0,0,6.7,2162,0,0,30,0,0.6,0,2.5,4,0,3,0,0,1,87293,0,-1,0,1,884,1180,0,0,162,Liverpool,Wolverhampton,Newcastle,Man Utd,Chelsea,3.1,2.1,4.4,2,1.9,3.4,2.6,2.8,3.7,2.5,1.6,2.6,1.8,3.9,1.6,3.9,2.8,3.2,1.9,3.2,3,3,2.3,3.9,3.9,2.6,3.3,2.5
Christian,Eriksen,MID,TOT,8700000,2,25,2.8,3.2183908045977E-07,2.8735632183908E-06,0,354708,2,11,0,0,0,1,0,2.9,6084,-3,0,25,3,0.3,0,2.5,3,0,1,0,1,3.2,106071,0,-1,0,0,602,1487,0,0,104,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,1.6,3.4,1.6,3.2,1.4,3.1,2.4,2.2,3.1,1.6,2.6,2,2.2,3,1.5,1.4,1.4,3,1.8,3,2.5,3.1,3.2,2.3,3,2.1,2.4,1.7
Jonny,Evans,DEF,LEI,5100000,6,37,3.7,7.25490196078431E-07,7.25490196078431E-06,0,64872,1,8,0,0,0,0,0,7.4,4981,1,-1,37,-1,1,0,4.8,4,0,3,0,1,2.7,172287,0,-1,0,1,900,26053,1,0,192,Crystal Palace,Arsenal,Brighton,Everton,Watford,3.4,4.3,2.7,5.6,5,3.7,4.8,3,4.1,3.7,4.2,3.7,2.4,4.9,4.2,3.2,3.5,2.9,5.5,3.7,4.1,3.8,5.1,2.8,2.5,4.2,3.4,5
Lukasz,Fabianski,GLK,WHU,5000000,0,32,4.6,9.2E-07,6.4E-06,0,376965,0,8,0,20,0,0,0,6.4,12916,0,0,32,0,0,0,0.2,4,0,3,0,0,3,231416,0,-1,0,2,573,60,0,0,135,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,0,4.7,5.6,6.9,4.4,5.4,4.5,5,5,4.2,5.1,5,5.5,5.5,5.4,4.3,6.5,4.6,6.9
,Fabinho,MID,LIV,5500000,2,22,2.2,4E-07,4E-06,0,80690,4,8,0,0,0,0,0,4,3316,0,0,22,0,0.3,0,1.8,2,0,2,0,1,1.5,81686,0,-1,0,0,826,3687,0,0,160,Aston Villa,Man City,Crystal Palace,Brighton,Everton,1.1,1.1,1.4,1.9,1.9,1.9,2,0,1.1,1.8,2.2,1.2,1.8,2,1.4,1.3,1.5,1.8,2,1.3,1.8,1.1,1.6,1.7,1.9,1.5,1.3,1.7
Ralf,Fahrmann,GLK,NOR,4400000,0,1,0.1,2.27272727272727E-08,2.27272727272727E-07,0,21309,0,1,0,1,0,0,0,0.2,445,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.3,3674,0,-1,0,0,21,25,0,0,6,Brighton,Watford,Everton,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akin,Famewo,DEF,NOR,4000000,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,0,-1,0,0,0,366,0,0,0,Brighton,Watford,Everton,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6900000,3,29,3.2,4.63768115942029E-07,4.20289855072464E-06,0,401435,1,8,0,0,0,0,0,4.2,12343,-1,0,29,1,0.4,0,2.8,0,0,4,0,3,4.1,126944,0,-1,0,0,656,1475,0,0,136,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,3.9,2.5,3.1,1.9,3.2,3.5,3.5,0,2.3,2.7,3.7,4,3.7,1.7,3.6,1.7,2.1,2.8,2.5,3.5,2,2.6,2.9,3.6,2.2,3.8,2,3.2
Federico,Fernandez,DEF,NEW,4400000,8,11,1.1,2.5E-07,2.5E-06,0,6129,0,1,0,0,0,0,0,2.5,125,-1,0,11,1,0.5,0,2,3,0,0,0,1,0.1,2285,0,-1,0,1,113,396,0,0,34,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,1.1,0.7,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,1,0.6,0.8,0.6,0.6,0.9,0.6,0.6
