FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Maximillian,Aarons,DEF,NOR,4300000,1,27,1.4,3.25581395348837E-07,6.27906976744186E-06,0,152456,5,37,0,0,0,0,0,6.3,1782,-2,0,27,2,0.3,0,1.4,1,0,2,0,0,1.1,43733,0,-1,0,0,1710,1573,0,0,242,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0.7,0.9,0.8,0.9,0.9,0.7,0.8,0.7,0.7,1.3,0.7,1,0.7,1.2,0.8,0.8,0.7
Rolando,Aarons,MID,NEW,4800000,0,0,0,0,0,0,4240,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0,1399,0,-1,0,0,0,7,0,0,0,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammy,Abraham,FWD,CHE,7800000,5,115,5.8,7.43589743589744E-07,1.47435897435897E-05,0,2954498,2,22,0,0,0,12,0,14.7,73176,8,0,115,-8,0.6,0,4.6,20,0,5,0,4,33.3,4904810,1,-1,0,4,1570,123378,0,0,361,Burnley,Newcastle,Arsenal,Leicester,Man Utd,7.7,6.5,7.8,6.8,8.4,8.1,7.6,7.7,7.2,7.6,7.4,8.1,7.3,6.2,8,6.7,7.3
,Adam Smith,DEF,BOU,4300000,0,32,1.52380952380952,3.5437430786268E-07,7.44186046511628E-06,0,129865,2,12,0,0,0,0,0,7.4,1437,-2,0,32,2,0,0,0,3,0,3,0,1,0.4,58972,0,-1,0,1,837,20,0,0,163,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,1.7,0.8,0.8,0.9,0.9,1.3,0.8,1.5,0.8,1.4,0.9,0.8,0.8,1
Che,Adams,FWD,SOU,5300000,0,26,1.7,3.20754716981132E-07,4.90566037735849E-06,0,90484,0,8,0,0,0,0,0,4.9,546,-7,0,26,7,0.2,0,1.1,0,0,3,0,1,0.3,28835,0,-1,0,0,627,276,0,0,54,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,1.1,1.1,1.2,1,1.2,1.4,1.2,1,1.7,1.2,1.2,1.1,1.1,1.3,1.1,1.3,0.8
,Adrian,GLK,LIV,4100000,0,25,1.25,3.04878048780488E-07,6.09756097560976E-06,0,572875,1,9,0,16,0,0,0,6.1,5776,-4,0,25,4,0,0,0.2,0,0,2,0,0,2.2,618155,0,-1,0,0,783,2588,0,0,123,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,0.7,0.8,1.5,0.6,0.7,0.9,0.6,0.7,0.7,0.9,0.6,1.3,0.6,0.6,0.6,0.6,0.8
Sergio,Aguero,FWD,MCI,11700000,0,82,5.5,4.7008547008547E-07,7.00854700854701E-06,0,2101647,0,13,0,0,0,10,0,7,20329,-3,0,82,3,0.1,0,1.7,8,0,3,0,3,11.1,1486659,0,-1,0,2,904,40368,0,0,325,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,6.6,7.4,5.6,6.9,7,6.1,7.4,6.7,7.4,7.4,6,7.8,6.8,6.5,7.3,6.7,7.7
Albian,Ajeti,FWD,WHU,5700000,0,7,1,1.75438596491228E-07,1.2280701754386E-06,0,4716,0,3,0,0,0,0,0,1.2,62,-3,0,7,3,0.1,0,0.5,0,0,0,0,0,0,2047,0,-1,0,0,122,54,0,0,11,Sheffield United,Everton,Leicester,Liverpool,Brighton,0.5,0.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.6,0.5,0.7
Nathan,Ake,DEF,BOU,4800000,0,50,3.1,6.45833333333333E-07,1.04166666666667E-05,0,1243800,1,21,0,0,0,1,0,10.2,21238,-2,1,50,2,0,0,0.2,5,0,3,0,1,6.6,504838,0,-1,0,0,1384,231,-1,0,290,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,4.5,2.6,2.3,3,2.9,3.8,2.3,4.1,2.3,3.8,2.8,2.7,2.5,3
Marc,Albrighton,MID,LEI,5200000,0,15,0.714285714285714,1.37362637362637E-07,2.88461538461538E-06,0,20469,1,7,0,0,0,0,0,2.9,260,-3,0,15,3,0.1,0,0.7,0,0,0,0,1,0.2,8428,0,-1,0,0,352,75,0,0,76,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Toby,Alderweireld,DEF,TOT,5400000,2,42,2.1,3.88888888888889E-07,7.77777777777778E-06,0,483613,3,29,0,0,0,0,0,7.8,13835,-1,0,42,1,0.3,0,1.7,1,0,2,0,2,5.1,309000,0,-1,0,1,1800,2043,0,0,335,Liverpool,Watford,Norwich,Man City,Aston Villa,1.8,1.3,2.1,1.7,1.8,1.5,1.6,1.1,2,2.3,1.3,2.3,1.3,1.6,1.7,1.6,1.6
Trent,Alexander-Arnold,DEF,LIV,7500000,6,112,5.6,7.46666666666667E-07,1.49333333333333E-05,0,1133391,4,14,0,0,0,2,0,15.1,17425,5,-1,112,-5,1.1,0,8,12,0,6,0,10,37.9,2105818,0,-1,0,3,1752,107516,1,0,500,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,7,7.6,13.4,5.9,7,7.6,6.5,7,7,7.9,6.7,8.2,6.7,6.6,5.9,6.8,7
,Alisson,GLK,LIV,6000000,6,42,3.5,5.83333333333333E-07,7E-06,0,1724635,0,6,0,22,0,0,0,7,11939,0,0,42,0,0.8,0,5,0,0,5,0,0,8.8,459176,0,-1,0,0,1013,26974,0,1,208,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,3.8,4,7.2,2.8,3.5,4.4,3.2,3.6,3.8,4.4,3.4,5.1,3.4,3.3,2.9,3.4,4.1
Bamidele,Alli,MID,TOT,8800000,2,75,5.4,6.13636363636364E-07,8.52272727272727E-06,0,706271,2,16,0,0,0,6,0,8.5,223184,3,1,75,-3,0.5,0,4.7,9,0,2,0,3,11.8,1469365,0,-1,0,1,1163,11289,-1,0,251,Liverpool,Watford,Norwich,Man City,Aston Villa,5.3,5.9,6.8,4.9,4.4,5.2,7.2,5.9,7.4,6.3,6.7,7.4,6.1,7.3,5.8,5.8,5.2
Miguel,Almiron,MID,NEW,5800000,2,54,2.7,4.6551724137931E-07,9.31034482758621E-06,0,65211,3,29,0,0,0,1,0,9.3,2079,-2,0,54,2,0.5,0,3,3,0,6,0,1,0.5,38996,0,-1,0,1,1670,604,0,0,162,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,2,1.8,2.5,2,1.7,2.8,2.4,3.3,2.5,2.1,2.2,1.4,2,2.3,1.9,1.8
Marcos,Alonso,DEF,CHE,6000000,0,47,2.23809523809524,3.73015873015873E-07,7.83333333333333E-06,0,457956,3,4,0,0,0,1,0,7.8,7207,-5,0,47,5,0.3,0,1.6,5,0,4,0,3,2.2,259297,0,-1,0,2,588,97,0,0,181,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0,0,1.5,1.6,2,2.3,1.7,2.3,2.3,1.6,2.3,1.9,2,1.7,2,1.9,1.5
Steven,Alzate,MID,BHA,4500000,2,26,1.23809523809524,2.75132275132275E-07,5.77777777777778E-06,0,7534,1,14,0,0,0,0,0,5.8,699,0,0,26,0,0.3,0,1.4,0,0,3,0,0,0.1,14006,0,-1,0,0,936,1129,0,0,147,Everton,Aston Villa,Bournemouth,West Ham,Watford,0.6,0.7,0.6,0.6,0.9,0.8,0.7,0.6,0.8,0.6,0.8,0.6,0.6,0.6,0.7,0.9,0.6
Ibrahim,Amadou,MID,NOR,4500000,0,17,0.80952380952381,1.7989417989418E-07,3.77777777777778E-06,0,9623,1,19,0,0,0,0,0,3.8,271,0,0,17,0,0,0,0.1,0,0,1,0,0,0.1,11121,0,-1,0,0,731,101,0,0,120,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Daniel,Amartey,MID,LEI,4300000,0,0,0,0,0,0,30955,0,0,0,0,0,0,0,0,1134,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,26949,0,-1,0,0,0,377,0,0,0,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4500000,0,0,0,0,0,0,1169,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,-1,0,0,0,14,0,0,0,Liverpool,Watford,Norwich,Man City,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,0,57,-1,0,0,1,0,0,0,0,0,0,0,0,0,1287,0,-1,0,0,0,26,0,0,0,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Anang,GLK,WHU,4000000,0,0,0,0,0,0,1284,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7299,0,-1,0,0,0,2499,0,0,0,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,5,1.7,3.54166666666667E-07,1.04166666666667E-06,0,195102,0,2,0,0,0,1,0,1,296,-2,0,5,2,0,0,0,1,0,0,0,0,0.4,159545,0,-1,0,0,71,31,0,1,20,Everton,Aston Villa,Bournemouth,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5200000,0,13,0.619047619047619,1.19047619047619E-07,2.5E-06,0,68911,3,8,0,0,0,0,0,2.5,184,-3,0,13,3,0,0,0,0,0,2,0,0,0.3,12520,0,-1,0,0,584,6,0,0,71,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Angelino,DEF,MCI,4700000,0,11,0.523809523809524,1.1144883485309E-07,2.34042553191489E-06,0,25247,1,7,0,0,0,0,0,2.3,820,-3,0,11,3,0,0,0.2,1,0,0,0,1,0.2,18146,0,-1,0,0,422,249,0,0,94,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Michail,Antonio,MID,WHU,6900000,0,26,1.3,1.88405797101449E-07,3.76811594202899E-06,0,72228,0,9,0,0,0,1,0,3.8,3110,-1,0,26,1,0.3,0,1.8,0,0,2,0,2,0.8,21391,0,-1,0,0,550,324,0,0,66,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,0.8,1.2,0.8,0.6,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.9,0.6,0.7
Stuart,Armstrong,MID,SOU,5200000,3,25,1.19047619047619,2.28937728937729E-07,4.80769230769231E-06,0,9205,1,10,0,0,0,0,0,4.8,120,-3,0,25,3,0.3,0,1.4,0,0,2,0,1,0.1,2806,0,-1,0,0,627,147,0,0,62,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.8
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,7410,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1065,0,-1,0,0,0,39,0,0,0,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernard,Ashley-Seal,FWD,WOL,4500000,0,0,0,0,0,0,3802,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5140,0,-1,0,0,0,253,0,0,0,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5300000,0,32,1.52380952380952,2.87511230907457E-07,6.0377358490566E-06,0,26689,1,12,0,0,0,0,0,6,324,-2,0,32,2,0.1,0,0.7,0,0,2,0,3,0.1,22798,0,-1,0,0,609,69,0,0,101,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0.8,0.8,0.8,1,0.8,0.8,1.2,0.9,1.4,1,0.8,0.9,0.8,0.8,0.9,0.8,0.8
Pierre-Emerick,Aubameyang,FWD,ARS,10800000,2,123,5.9,5.46296296296296E-07,1.13888888888889E-05,0,2188518,3,30,0,0,0,13,0,11.4,29487,-2,0,123,2,0.5,0,5.1,23,0,4,0,3,19.4,1695162,0,-1,0,2,1877,148755,0,0,464,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,0,6.6,7.8,7.2,7.7,8.3,7.6,7.9,7,8.1,8.5,7,7.1,7.2,6.9,6.9,8.6
Serge,Aurier,DEF,TOT,5100000,1,55,3.4,6.66666666666667E-07,1.07843137254902E-05,0,478942,1,20,0,0,0,0,0,10.8,82871,1,0,55,-1,0.5,0,2.7,10,0,3,0,5,6.9,916177,1,-1,0,1,1354,5377,0,1,326,Liverpool,Watford,Norwich,Man City,Aston Villa,3.7,2.8,4.1,3.5,3.8,3.1,3.4,2.5,4.1,4.5,2.9,4.6,2.8,3.3,3.6,3.4,3.4
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,5278,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0.2,14082,0,-1,0,0,0,846,0,0,0,Liverpool,Watford,Norwich,Man City,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,8909,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,-1,0,0,0,19,0,0,0,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5000000,2,74,3.7,7.4E-07,1.48E-05,0,914465,3,18,0,0,0,5,0,14.8,37220,0,0,74,0,0.7,0,3.7,14,0,8,0,1,7.2,1153250,0,-1,0,1,1662,26671,0,0,237,Arsenal,Man City,Southampton,Sheffield United,Everton,4.6,3.9,4.3,3.4,3.2,4.1,3.4,4.7,3.6,3,4.5,3.1,4.3,3.4,5.2,3.4,5.1
Cesar,Azpilicueta,DEF,CHE,5800000,11,56,2.9,5E-07,9.6551724137931E-06,0,426952,0,28,0,0,0,1,0,9.7,4551,-2,0,56,2,0.6,0,3.6,4,0,3,0,2,5,210004,0,-1,0,1,1699,21322,0,0,326,Burnley,Newcastle,Arsenal,Leicester,Man Utd,2.4,3.2,2.3,2.4,3,3.3,2.6,3.4,3.4,2.5,3.3,2.9,3,2.6,3,2.8,2.4
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,2702,0,0,0,0,0,0,0,0,34,-1,0,0,1,0,0,0,0,0,0,0,0,0,918,0,-1,0,0,0,27,0,0,0,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Baines,DEF,EVE,4900000,0,8,0.380952380952381,7.77453838678328E-08,1.63265306122449E-06,0,13164,0,2,0,0,0,0,0,1.6,551,-1,0,8,1,0.2,0,1.1,0,0,0,0,1,0.2,11843,0,-1,0,0,152,438,0,0,38,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fabian,Balbuena,DEF,WHU,4300000,6,34,1.7,3.95348837209302E-07,7.90697674418605E-06,0,29048,2,21,0,0,0,1,0,7.9,1635,-2,0,34,2,0.7,0,3,3,0,3,0,0,0.4,27619,0,-1,0,1,991,4644,0,0,175,Sheffield United,Everton,Leicester,Liverpool,Brighton,1,1.6,2.1,1.3,1,1.1,0.9,0.8,1.1,1.2,1.1,1.3,1.1,1.1,1.4,0.8,2
George,Baldock,DEF,SHU,5000000,1,91,4.3,8.6E-07,1.82E-05,0,207754,4,21,0,0,0,2,0,18.2,31398,5,0,91,-5,1,0,5,7,0,7,0,4,11.4,981665,0,-1,0,1,1890,55246,0,0,340,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,5.8,3.9,4.7,5.1,4.9,5.1,5.2,5.4,5.4,4,5.9,4,4.5,4.7,4.3,5.9,4.6
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,4566,0,0,0,0,0,0,0,0,75,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1140,0,-1,0,0,0,47,0,0,0,Everton,Aston Villa,Bournemouth,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,15140,0,0,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0.2,24469,0,-1,0,0,0,634,0,0,0,Everton,Aston Villa,Bournemouth,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,479,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,-1,0,0,0,9,0,0,0,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,1,27,1.28571428571429,2.99003322259136E-07,6.27906976744186E-06,0,14009,2,11,0,0,0,0,0,6.3,1335,-2,0,27,2,0.6,0,2.5,0,0,4,0,0,0.2,16411,0,-1,0,0,810,733,0,0,140,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0.7,0.7,0.6,0.7,0.6,0.8,0.8,1.1,0.6,0.9,0.7,0.7,0.8,0.7,0.7,0.6,0.8
Ross,Barkley,MID,CHE,5600000,0,9,0.428571428571429,7.6530612244898E-08,1.60714285714286E-06,0,454343,0,5,0,0,0,0,0,1.6,824,-4,0,9,4,0,0,0,0,0,1,0,0,1.3,72276,0,-1,0,0,335,210,0,0,38,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ashley,Barnes,FWD,BUR,6200000,1,61,3.2,5.16129032258065E-07,9.83870967741936E-06,0,1141867,4,21,0,0,0,6,0,9.8,7860,-3,0,61,3,0.2,0,1.2,6,0,8,0,0,2.7,1127616,0,-1,0,1,1350,595,0,0,161,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0,2.9,2.9,3.7,3.6,3.6,2.3,4.1,3.2,3.8,2.8,2.6,2.8,2.4,3.4,3.8,3.5
Harvey,Barnes,MID,LEI,5900000,0,60,2.85714285714286,4.84261501210654E-07,1.01694915254237E-05,0,117227,0,8,0,0,0,1,0,10.2,4071,-1,0,60,1,0.3,0,1.7,3,0,5,0,6,0.6,134008,0,-1,0,1,1071,656,0,0,166,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,2.4,2.5,2.2,2,2.5,1.6,2.1,2.6,2.5,2.7,2.2,2.6,2.5,2.6,3.3,1.8,2.8
Chris,Basham,DEF,SHU,4500000,1,62,3,6.66666666666667E-07,1.37777777777778E-05,0,28098,4,21,0,0,0,0,0,13.8,2483,0,0,62,0,0.6,0,2.6,2,0,7,0,0,0.7,62889,0,-1,0,0,1830,3567,0,0,331,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,3.6,2.2,2.7,3,2.9,3.1,3.4,3.3,3.3,2.3,3.6,2.3,2.6,2.7,2.5,3.6,2.7
Michy,Batshuayi,FWD,CHE,6600000,0,23,1.0952380952381,1.65945165945166E-07,3.48484848484849E-06,0,125406,0,4,0,0,0,1,0,3.5,840,-4,0,23,4,0.1,0,0.6,1,0,0,0,2,0.5,89372,0,-1,0,0,118,399,0,0,57,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0.6,0.5,0.6,0.5,0.8,0.7,0.6,0.6,0.5,0.6,0.5,0.7,0.5,0.5,0.9,0.5,0.5
Jan,Bednarek,DEF,SOU,4400000,5,45,2.1,4.77272727272727E-07,1.02272727272727E-05,0,65995,2,38,0,0,0,0,0,10.2,1264,-1,0,45,1,0.7,0,3.1,3,0,4,0,0,0.7,60416,0,-1,0,0,1887,2830,0,0,315,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,1.5,1.3,1.9,1.8,1.3,2.5,2.2,2.1,1.8,1.2,1.6,1.3,1.9,1.4,1.6,1.6,1.3
Asmir,Begovic,GLK,BOU,4200000,0,0,0,0,0,0,150947,0,0,0,0,0,0,0,0,714,-3,0,0,3,0,0,0,0,0,0,0,0,0.8,12020,0,-1,0,0,0,59,0,0,0,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,1,0.0476190476190476,8.81834215167548E-09,1.85185185185185E-07,0,37064,2,6,0,0,0,0,0,0.2,535,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,35019,0,-1,0,0,262,87,0,0,26,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4900000,0,21,1,2.04081632653061E-07,4.28571428571429E-06,0,40706,2,9,0,0,0,0,0,4.3,521,-1,0,21,1,0.1,0,0.6,0,0,2,0,0,0.3,16656,0,-1,0,0,603,330,0,0,110,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0.8,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.7,0.5,0.7,0.5
Christian,Benteke,FWD,CRY,5700000,0,17,1.1,1.92982456140351E-07,2.98245614035088E-06,0,75013,2,7,0,0,0,0,0,3,803,-3,0,17,3,0.1,0,0.7,0,0,1,0,0,0.5,30687,0,-1,0,0,486,23,0,0,53,Arsenal,Man City,Southampton,Sheffield United,Everton,0,0,0,0,0,0.6,0.6,0.8,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.9
,Bernard,MID,EVE,6400000,0,39,1.85714285714286,2.90178571428571E-07,6.09375E-06,0,206239,2,6,0,0,0,2,0,6.1,1158,-1,0,39,1,0.2,0,1.6,5,0,5,0,1,0.6,186075,0,-1,0,2,652,183,0,0,125,Brighton,West Ham,Newcastle,Watford,Crystal Palace,1.5,0.9,1.7,1.1,1.5,1.1,1.6,0.9,0.9,0.9,1.1,0.9,1.3,1.1,1.4,1.5,1.6
,Bernardo,DEF,BHA,4300000,8,12,0.571428571428571,1.32890365448505E-07,2.7906976744186E-06,0,8859,0,5,0,0,0,0,0,2.8,260,-2,0,12,2,0.3,0,1.4,2,0,1,0,0,0.1,3285,0,-1,0,0,211,1080,0,0,64,Everton,Aston Villa,Bournemouth,West Ham,Watford,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Bernardo Silva,MID,MCI,7800000,0,72,3.42857142857143,4.3956043956044E-07,9.23076923076923E-06,0,1895006,5,20,0,0,0,5,0,9.2,26042,-2,1,72,2,0.2,0,1.3,5,0,4,0,4,8.8,817657,0,-1,0,2,1174,6585,-1,0,321,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,2.4,3.4,4.2,2.4,2.9,2.6,3.6,2.6,3.7,2.8,2.3,3.8,3.9,3.1,3.7,3.3,3.3
Ryan,Bertrand,DEF,SOU,4800000,6,30,1.9,3.95833333333333E-07,6.25E-06,0,63885,3,31,0,0,0,1,0,6.2,1831,-2,0,30,2,0.8,0,3.7,0,0,2,0,1,0.7,33854,0,-1,0,0,1302,4625,0,1,179,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,1.3,1.1,1.7,1.5,1.1,2.1,1.9,1.8,1.5,1,1.3,1.1,1.6,1.2,1.3,1.4,1.1
Muhamed,Besic,MID,SHU,4400000,1,7,0.333333333333333,7.57575757575757E-08,1.59090909090909E-06,0,15426,0,1,0,0,0,0,0,1.6,267,-1,0,7,1,0.2,0,0.9,0,0,0,0,0,0.1,8225,0,-1,0,0,132,146,0,0,30,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Philip,Billing,MID,BOU,5000000,0,37,1.9,3.8E-07,7.4E-06,0,19143,7,22,0,0,0,0,0,7.4,452,0,0,37,0,0.4,0,1.8,2,0,5,0,1,0.1,15860,0,-1,0,0,1501,223,0,0,219,Watford,Norwich,Brighton,Aston Villa,Sheffield United,1.7,1,1.5,1.4,1.7,1.2,1,1,1.4,1.2,1.7,1,1.2,1,1,1.3,1.1
Yves,Bissouma,MID,BHA,5000000,1,13,0.619047619047619,1.23809523809524E-07,2.6E-06,0,949,1,5,0,0,0,0,0,2.6,53,0,0,13,0,0.2,0,1,0,0,1,0,0,0,950,0,-1,0,0,402,47,0,0,65,Everton,Aston Villa,Bournemouth,West Ham,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,7523,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,-1,0,0,0,11,0,0,0,Man City,Brighton,Watford,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4800000,0,34,1.61904761904762,3.37301587301587E-07,7.08333333333333E-06,0,655872,0,7,0,0,0,0,0,7.1,3086,-2,0,34,2,0,0,0,7,0,3,0,1,2.1,343131,0,-1,0,0,720,37,0,1,170,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,1.3,1.1,1.2,1.3,1.1,1.3,0.9,0.9,1.5,0.8,1.5,1
Gaetan,Bong,DEF,BHA,4300000,0,3,0.142857142857143,3.32225913621262E-08,6.97674418604651E-07,0,7193,0,3,0,0,0,0,0,0.7,127,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,2163,0,-1,0,0,57,44,0,0,15,Everton,Aston Villa,Bournemouth,West Ham,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
