FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
James,Garner,MID,MUN,4300000,0,1,0.0476190476190476,1.10741971207087E-08,2.32558139534884E-07,0,23817,0,1,0,0,0,0,0,0.2,897,-2,0,1,2,0,0,0,0,0,0,0,0,0.3,26424,0,-1,0,0,8,361,0,0,3,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5000000,0,8,0.380952380952381,7.61904761904762E-08,1.6E-06,0,4002,0,5,0,0,0,0,0,1.6,295,0,0,8,0,0.1,0,0.6,0,0,0,0,0,0,5116,0,-1,0,0,151,115,0,0,16,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Paulo,Gazzaniga,GLK,TOT,4600000,2,40,2.7,5.8695652173913E-07,8.69565217391304E-06,0,166617,1,22,0,51,0,0,0,8.7,28800,1,0,40,-1,0.5,0,2.4,3,0,1,0,0,4.2,425865,0,-1,0,0,1342,8546,0,0,234,Liverpool,Watford,Norwich,Man City,Aston Villa,2.6,1.9,3,2.5,2.7,2.2,2.4,1.7,3,3.3,2,3.3,2,2.3,2.5,2.4,2.4
Jean-Philippe,Gbamin,MID,EVE,4800000,0,4,0.19047619047619,3.96825396825397E-08,8.33333333333333E-07,0,7098,0,0,0,0,0,0,0,0.8,22,-2,0,4,2,0,0,0,0,0,1,0,0,0,2744,0,-1,0,0,135,8,0,0,14,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rachid,Ghezzal,MID,LEI,5200000,0,0,0,0,0,0,3823,0,0,0,0,0,0,0,0,11,-3,0,0,3,0,0,0,0,0,0,0,0,0,566,0,-1,0,0,0,3,0,0,0,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan,Gibbs-White,MID,WOL,4700000,0,7,0.333333333333333,7.09219858156028E-08,1.48936170212766E-06,0,6822,0,2,0,0,0,0,0,1.5,85,-3,0,7,3,0,0,0,0,0,0,0,1,0.1,2409,0,-1,0,0,119,12,0,0,28,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ben,Gibson,DEF,BUR,3900000,0,0,0,0,0,0,161077,0,0,0,0,0,0,0,0,4589,-1,0,0,1,0,0,0,0,0,0,0,0,2.4,106879,0,-1,0,0,0,1215,0,0,0,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Gibson,DEF,EVE,4300000,0,0,0,0,0,0,9941,0,0,0,0,0,0,0,0,156,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,4326,0,-1,0,0,0,101,0,0,0,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,CHE,4500000,0,2,0.0952380952380952,2.11640211640212E-08,4.44444444444444E-07,0,2156,0,1,0,0,0,0,0,0.4,92,0,0,2,0,0,0,0,0,0,0,0,0,0,2546,0,-1,0,0,9,20,0,0,5,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,FWD,CHE,6600000,0,7,1.4,2.12121212121212E-07,1.06060606060606E-06,0,174294,0,5,0,0,0,0,0,1.1,641,-4,0,7,4,0,0,0,0,0,1,0,0,1,61109,0,-1,0,0,190,169,0,0,16,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0.9,0.7,0.9,0.7,1.2,1.1,0.9,0.9,0.8,0.9,0.8,1,0.8,0.7,1.3,0.7,0.8
Ben,Godfrey,DEF,NOR,4400000,0,21,1.2,2.72727272727273E-07,4.77272727272727E-06,0,22072,1,35,0,0,0,0,0,4.8,438,-1,0,21,1,0.1,0,0.6,0,0,1,0,0,0.2,13483,0,-1,0,0,1489,17,0,0,266,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0,0,0,0,0.7,0.6,0.6,0.6,0.6,1,0.6,0.8,0.6,1,0.6,0.6,0.6
Angel,Gomes,MID,MUN,4800000,0,1,0.0476190476190476,9.92063492063492E-09,2.08333333333333E-07,0,10392,0,1,0,0,0,0,0,0.2,129,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,5047,0,-1,0,0,9,90,0,0,3,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heurelho da Silva,Gomes,GLK,WAT,4400000,0,0,0,0,0,0,8830,0,0,0,0,0,0,0,0,216,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,4579,0,-1,0,0,0,233,0,0,0,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Gomez,DEF,LIV,5200000,6,39,1.95,3.75E-07,7.5E-06,0,141659,2,1,0,0,0,0,0,7.5,10491,-3,-1,39,3,1.1,0,5.5,4,0,5,0,0,2.6,188311,0,-1,0,0,557,37348,1,0,157,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,1.6,1.7,2.9,1.1,1.4,1.9,1.3,1.4,1.5,1.9,1.3,2.4,1.3,1.3,1.1,1.4,1.7
Mace,Goodridge,MID,BUR,4500000,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,-1,0,0,0,26,0,0,0,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Gordon,FWD,EVE,4500000,0,0,0,0,0,0,1682,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,2215,0,-1,0,0,0,149,0,0,0,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan,Gosling,MID,BOU,4900000,2,24,1.14285714285714,2.33236151603499E-07,4.89795918367347E-06,0,3948,1,8,0,0,0,2,0,4.9,1055,-1,0,24,1,0.8,0,3.7,1,0,1,0,0,0.1,9987,0,-1,0,0,462,1042,0,0,82,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6
Lee,Grant,GLK,MUN,4800000,0,0,0,0,0,0,4496,0,0,0,0,0,0,0,0,76,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,638,0,-1,0,0,0,28,0,0,0,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,Gray,FWD,WAT,5600000,0,30,1.42857142857143,2.55102040816327E-07,5.35714285714286E-06,0,71495,1,16,0,0,0,2,0,5.4,528,-4,0,30,4,0.1,0,0.6,2,0,0,0,0,0.4,38302,0,-1,0,0,696,371,0,0,96,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0.7,1.3,0.7,1.1,0.7,0.7,0.8,0.7,0.8,0.7,1,0.9,1.5,1,0.7,1.1,0.8
Demarai,Gray,MID,LEI,5100000,1,23,1.0952380952381,2.14752567693744E-07,4.50980392156863E-06,0,34743,1,3,0,0,0,1,0,4.5,476,-4,0,23,4,0.2,1,1.1,0,0,0,0,2,0.3,10195,0,-1,0,0,386,340,0,0,77,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.8,0.5,0.6
Jack,Grealish,MID,AVL,6400000,13,94,4.9,7.65625E-07,1.46875E-05,0,680768,5,33,0,0,0,6,0,14.7,37169,4,0,94,-4,0.8,1,5.1,11,0,4,0,6,18.1,1562460,0,-1,0,2,1703,167955,0,0,384,Man City,Brighton,Watford,Bournemouth,Tottenham,4.4,4.5,7,5,5.8,5.5,7.1,3.7,5.2,4.7,6.5,3.4,6.6,6.3,4.3,6.6,4
Andre,Green,MID,AVL,4900000,0,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0,336,0,-1,0,0,0,11,0,0,0,Man City,Brighton,Watford,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason,Greenwood,FWD,MUN,4300000,1,35,2.2,5.11627906976744E-07,8.13953488372093E-06,0,1402754,0,6,0,0,0,3,0,8.1,48770,-2,0,35,2,0.7,0,2.9,5,0,0,0,0,11.9,1150971,0,-1,0,0,396,40358,0,0,134,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,2.9,1.1,2.3,2.1,1.6,2.4,1.2,2.2,1.5,1.6,1.3,2.2,1.3,2.1,1.3,2.1,1.1
Pascal,Gro?,MID,BHA,6400000,0,57,3.2,5E-07,8.90625E-06,0,118505,2,19,0,0,0,1,0,8.9,2703,-1,0,57,1,0.4,0,2.3,5,0,3,0,5,0.5,98307,0,-1,0,0,1239,568,0,0,241,Everton,Aston Villa,Bournemouth,West Ham,Watford,2.5,3.2,2.9,2.3,3.8,3.6,3.2,2.8,3.4,2.1,3.5,2.3,2.2,2.1,3.2,3.7,2.8
Vicente,Guaita,GLK,CRY,5100000,3,79,4.2,8.23529411764706E-07,1.54901960784314E-05,0,133739,1,19,0,56,0,0,0,15.5,24570,1,0,79,-1,0.9,0,4.7,10,0,6,0,0,3.2,308711,0,-1,0,2,1710,6442,0,0,356,Arsenal,Man City,Southampton,Sheffield United,Everton,4.5,4.1,4.1,4.8,4.6,6.2,4.1,5.4,4,4.3,4.7,3.8,4.8,4.8,5.5,3.6,5.9
Johann Berg,Gudmundsson,MID,BUR,5900000,1,20,0.952380952380952,1.61420500403551E-07,3.38983050847458E-06,0,114891,0,4,0,0,0,1,0,3.4,238,-1,0,20,1,0.1,0,0.5,1,0,3,0,0,0.4,79629,0,-1,0,0,398,42,0,0,66,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5
Addji Keaninkin Marc-Israel,Guehi,DEF,CHE,4000000,0,0,0,0,0,0,4852,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6375,0,-1,0,0,0,114,0,0,0,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Guendouzi,MID,ARS,4400000,1,39,2.2,5E-07,8.86363636363636E-06,0,813109,5,25,0,0,0,0,0,8.9,19834,-1,0,39,1,0.2,0,0.7,2,0,2,0,2,6.3,837607,0,-1,0,0,1410,3732,0,0,237,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,1.3,2.4,1.3,1.6,2.1,2,1.1,1.5,1.4,1.8,1.7,1.5,1.3,1.1,1.2,1.1,2.2
Idrissa,Gueye,MID,EVE,5000000,0,0,0,0,0,0,2075,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,-1,0,0,0,8,0,0,0,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederic,Guilbert,DEF,AVL,4400000,2,43,2.5,5.68181818181818E-07,9.77272727272727E-06,0,86867,5,23,0,0,0,0,0,9.8,2999,-1,0,43,1,0.2,0,0.7,2,0,4,0,2,0.7,95577,0,-1,0,1,1358,515,0,0,240,Man City,Brighton,Watford,Bournemouth,Tottenham,2.3,1.6,2.7,1.6,3,1.7,2.3,1.5,2.3,2.1,2.2,1.8,2.7,3,1.9,2.2,2.2
Ilkay,Gundogan,MID,MCI,5200000,6,43,2.04761904761905,3.93772893772894E-07,8.26923076923077E-06,0,203011,7,19,0,0,0,2,0,8.3,2123,-3,0,43,3,0.6,0,3.2,4,0,3,0,1,1.3,90575,0,-1,0,0,1195,4160,0,0,250,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,1,1.5,2,1,1.3,1.1,1.6,1.1,1.7,1.2,1,1.7,1.8,1.4,1.7,1.5,1.5
Angus,Gunn,GLK,SOU,4300000,0,29,1.38095238095238,3.21151716500554E-07,6.74418604651163E-06,0,216946,0,25,0,30,0,0,0,6.7,4316,-2,0,29,2,0,0,0,3,0,2,0,0,1.7,245443,0,-1,0,1,900,713,0,0,166,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0.8,0.7,1,0.9,0.7,1.3,1.1,1.1,0.9,0.7,0.8,0.7,1,0.7,0.8,0.8,0.7
Sebastien,Haller,FWD,WHU,7000000,6,72,3.8,5.42857142857143E-07,1.02857142857143E-05,0,687708,1,25,0,0,0,6,0,10.3,4249,-5,0,72,5,0.5,0,3.5,8,0,5,0,2,2.4,563709,0,-1,0,1,1489,11687,0,0,253,Sheffield United,Everton,Leicester,Liverpool,Brighton,3.1,4.5,7,4.4,4.2,3.3,4.3,4,4.3,4.2,4.3,3.2,4.5,4.7,4.8,3.9,5
Grant,Hanley,DEF,NOR,4000000,1,5,0.238095238095238,5.95238095238095E-08,1.25E-06,0,268435,2,14,0,0,0,0,0,1.2,4395,0,0,5,0,0.2,0,0.6,0,0,0,0,0,2,234638,1,-1,0,0,630,6090,0,0,73,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Harry Wilson,MID,BOU,5900000,1,63,3.7,6.27118644067797E-07,1.06779661016949E-05,0,508858,1,20,0,0,0,6,0,10.7,13146,-1,0,63,1,0.1,0,0.7,5,0,2,0,0,2.2,559164,0,-1,0,2,1003,5134,0,0,199,Watford,Norwich,Brighton,Aston Villa,Sheffield United,4.6,3,4.1,3.9,4.6,3.6,3.1,2.5,3.9,3.5,4.5,2.8,3.5,3.1,2.3,3.7,3.2
Joe,Hart,GLK,BUR,4200000,0,0,0,0,0,0,89339,0,0,0,0,0,0,0,0,1083,-3,1,0,3,0,0,0,0,0,0,0,0,1.1,21001,0,-1,0,0,0,633,-1,0,0,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kortney,Hause,DEF,AVL,4400000,2,10,0.476190476190476,1.08225108225108E-07,2.27272727272727E-06,0,4188,1,9,0,0,0,0,0,2.3,96,-1,0,10,1,0.3,0,1.4,0,0,1,0,0,0.1,1389,0,-1,0,0,450,122,0,0,63,Man City,Brighton,Watford,Bournemouth,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Isaac,Hayden,MID,NEW,4300000,2,39,2.3,5.34883720930233E-07,9.06976744186047E-06,0,508579,3,27,0,0,0,0,0,8.9,9212,-2,1,39,2,0.4,0,1.9,2,0,4,0,2,3.4,288842,0,-1,0,0,1455,5452,-1,1,177,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,1.5,1.5,1.4,2,1.5,1.3,2.2,1.9,2.6,2,1.6,1.7,1.2,1.6,1.8,1.4,1.3
Tom,Heaton,GLK,AVL,4500000,2,59,3,6.66666666666667E-07,1.31111111111111E-05,0,386951,0,35,0,67,0,0,0,13.1,52840,0,0,59,0,0.7,0,3,3,0,4,0,0,4.6,292437,1,-1,0,1,1794,1699,0,0,346,Man City,Brighton,Watford,Bournemouth,Tottenham,0,0,0,0,0,2.3,3,2,3.1,2.8,2.9,2.4,3.6,3.9,2.5,2.9,2.9
Philip,Heise,DEF,NOR,3900000,0,0,0,0,0,0,44818,0,0,0,0,0,0,0,0,1961,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,47343,0,-1,0,0,0,3236,0,0,0,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Henderson,GLK,SHU,4900000,2,81,4,8.16326530612245E-07,1.6530612244898E-05,0,319240,2,18,0,52,0,0,0,16.5,16402,4,0,81,-4,0.8,0,3.9,5,0,7,0,1,9.5,837746,0,-1,0,2,1800,37546,0,0,365,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,5.3,3.5,4.2,4.6,4.4,4.6,4.8,4.9,4.9,3.6,5.3,3.6,4,4.2,3.9,5.4,4.2
Jordan,Henderson,MID,LIV,5400000,3,57,3,5.55555555555556E-07,1.05555555555556E-05,0,97393,1,8,0,0,0,1,0,10.6,3472,-1,0,57,1,0.6,0,3.2,3,0,9,0,2,1,98394,0,-1,0,0,1346,4187,0,0,287,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,1.9,3,4.9,2.6,2.3,2.4,2.7,3.1,2.4,2.8,1.7,2.7,2.5,3,2.7,2.1,2.6
Stephen,Henderson,GLK,CRY,4000000,0,0,0,0,0,0,9456,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0.4,30475,0,-1,0,0,0,2810,0,0,0,Arsenal,Man City,Southampton,Sheffield United,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff,Hendrick,MID,BUR,5400000,0,47,2.9,5.37037037037037E-07,8.7037037037037E-06,0,13882,5,24,0,0,0,2,0,8.7,378,-1,0,47,1,0.2,0,1.3,4,0,6,0,1,0.1,12562,0,-1,0,0,1230,90,0,0,150,Chelsea,Leicester,Man Utd,Arsenal,Southampton,2,2.1,1.8,3,2.8,3.1,2.3,2.5,1.5,3.3,2,3.5,1.9,1.6,2.9,2,2.9
Wayne,Hennessey,GLK,CRY,4300000,0,6,0.285714285714286,6.64451827242525E-08,1.3953488372093E-06,0,48023,0,4,0,13,0,0,0,1.4,783,-2,0,6,2,0,0,0,0,0,0,0,0,0.6,16043,0,-1,0,0,180,389,0,0,42,Arsenal,Man City,Southampton,Sheffield United,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Onel,Hernandez,MID,NOR,5300000,1,30,1.42857142857143,2.69541778975741E-07,5.66037735849057E-06,0,15499,0,14,0,0,0,1,0,5.7,248,-2,0,30,2,0.3,0,1.4,0,0,1,0,1,0.1,5452,0,-1,0,0,719,98,0,0,97,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0.7,1,0.7,0.7,0.7,0.7,0.7,1,0.8,1,0.7,1,0.7,0.8,0.7,1,0.7
Wesley,Hoedt,DEF,SOU,4300000,0,0,0,0,0,0,4702,0,0,0,0,0,0,0,0,86,-2,0,0,2,0,0,0,0,0,0,0,0,0,956,0,-1,0,0,0,57,0,0,0,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile,H?jbjerg,MID,SOU,4800000,3,49,2.5,5.20833333333333E-07,1.02083333333333E-05,0,57732,4,34,0,0,0,0,0,10.2,1555,-2,0,49,2,0.5,0,2.4,1,0,4,0,3,0.4,31518,0,-1,0,0,1727,1285,0,0,260,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,1.7,2,1.9,1.5,2.1,1.8,1.8,2.2,1.9,2,2.2,1.2,2,1.7,1.9,2.3,2.5
Rob,Holding,DEF,ARS,4500000,0,1,0.0476190476190476,1.05820105820106E-08,2.22222222222222E-07,0,13162,0,2,0,0,0,0,0,0.2,182,0,0,1,0,0,0,0,0,0,0,0,0,0.1,10658,0,-1,0,0,76,262,0,0,9,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose,Holebas,DEF,WAT,4600000,1,16,0.761904761904762,1.65631469979296E-07,3.47826086956522E-06,0,233357,5,26,0,0,0,0,0,3.5,537,-4,0,16,4,0,0,0.1,0,0,2,0,0,0.7,17458,0,-1,0,0,1004,423,0,0,141,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4
Mason,Holgate,DEF,EVE,4400000,1,33,2.4,5.45454545454545E-07,7.5E-06,0,25500,2,19,0,0,0,0,0,7.5,3876,-1,0,33,1,0.6,0,2.7,1,0,2,0,2,0.9,72931,0,-1,0,0,1098,21108,0,0,200,Brighton,West Ham,Newcastle,Watford,Crystal Palace,2.4,2.2,3,1.5,2.8,1.3,2.5,1.8,2.2,1.7,2,1.9,1.7,1.4,3.4,1.6,2.2
Nathan,Holland,MID,WHU,4500000,0,2,1,2.22222222222222E-07,4.44444444444444E-07,0,335,0,1,0,0,0,0,0,0.4,63,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0,543,0,-1,0,0,31,59,0,0,10,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Hourihane,MID,AVL,5700000,1,48,2.28571428571429,4.01002506265664E-07,8.42105263157895E-06,0,24093,2,18,0,0,0,3,0,8.4,1100,-3,0,48,3,0.3,0,1.9,6,0,2,0,2,0.2,16863,0,-1,0,2,769,259,0,0,190,Man City,Brighton,Watford,Bournemouth,Tottenham,1.3,1.3,2.5,1.5,1.8,1.7,2.7,1.1,1.6,1.4,2.2,1.1,2.3,2.1,1.2,2.2,1.1
Callum,Hudson-Odoi,MID,CHE,5300000,1,28,1.33333333333333,2.51572327044025E-07,5.28301886792453E-06,0,270992,1,7,0,0,0,0,0,5.3,1977,-7,1,28,7,0.2,0,1,3,0,1,0,3,0.5,282796,0,-1,0,0,408,1027,-1,0,97,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0.8,0.7,0.8,0.7,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.9,0.7,1.1,0.7,0.7,0.8
Will,Hughes,MID,WAT,5400000,0,42,2.5,4.62962962962963E-07,7.77777777777778E-06,0,66235,3,22,0,0,0,1,0,7.8,1119,-1,0,42,1,0.2,0,1.3,3,0,4,0,1,0.3,63216,0,-1,0,0,1154,19,0,0,149,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,2,1.2,2.5,1.6,1.3,1.6,1.5,1.8,1.8,2.2,1.5,2.2,2.7,1.4,1.4,1.8
Jordon,Ibe,MID,BOU,4600000,0,2,0.0952380952380952,2.0703933747412E-08,4.34782608695652E-07,0,22272,0,1,0,0,0,0,0,0.4,219,-4,0,2,4,0,0,0,0,0,0,0,0,0.2,6132,0,-1,0,0,48,92,0,0,10,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Idah,FWD,NOR,4400000,1,1,0.0476190476190476,1.08225108225108E-08,2.27272727272727E-07,0,9727,0,0,0,0,0,0,0,0.2,498,-1,0,1,1,0,0,0.1,0,0,0,0,0,0.1,13594,0,-1,0,0,1,1110,0,0,3,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelechi,Iheanacho,FWD,LEI,5700000,2,30,6,1.05263157894737E-06,5.26315789473684E-06,0,41138,1,3,0,0,0,3,0,5.3,2023,-3,0,30,3,0.5,0,2.7,5,0,1,0,2,0.4,36304,0,-1,0,1,281,2890,0,0,110,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,7.6,7.6,7.9,7.9,7.4,8.1,7.6,8.9,7.5,8.1,7.1,8.3,7.7,7.7,6.5,7.5,8.9
Danny,Ings,FWD,SOU,6700000,9,118,5.6,8.35820895522388E-07,1.76119402985075E-05,0,577602,1,26,0,0,0,13,0,17.6,29283,7,-1,118,-7,1.1,0,7.3,27,0,2,0,1,20.3,1837945,0,-1,0,2,1436,260175,1,0,430,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,6.7,6.7,7.2,6.6,7.1,7.7,7.3,6.5,7.5,7.1,7.3,7,6.9,7.2,6.9,7.5,5.3
Alex,Iwobi,MID,EVE,5600000,0,35,2.2,3.92857142857143E-07,6.25E-06,0,233662,0,21,0,0,0,1,0,6.2,2138,-4,0,35,4,0.2,0,1,2,0,1,0,0,1,132702,0,-1,0,0,1039,26,0,0,155,Brighton,West Ham,Newcastle,Watford,Crystal Palace,2,1.1,2.2,1.4,1.9,1.4,2.1,1.2,1.3,1.2,1.4,1.1,1.8,1.4,1.9,2,2.1
,Izquierdo,MID,BHA,5400000,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,141,0,-1,0,0,0,6,0,0,0,Everton,Aston Villa,Bournemouth,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Jagielka,DEF,SHU,4200000,0,4,0.19047619047619,4.53514739229025E-08,9.52380952380952E-07,0,42600,0,3,0,0,0,0,0,1,622,-3,0,4,3,0,0,0,0,0,0,0,0,0.4,14921,0,-1,0,0,128,297,0,0,31,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alireza,Jahanbakhsh,MID,BHA,5800000,8,17,0.80952380952381,1.39573070607553E-07,2.93103448275862E-06,0,5688,0,0,0,0,0,2,0,2.9,662,-2,0,17,2,0.4,0,2.4,2,0,1,0,0,0.1,6021,0,-1,0,0,127,4457,0,0,56,Everton,Aston Villa,Bournemouth,West Ham,Watford,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Eldin,Jakupovic,GLK,LEI,4300000,0,0,0,0,0,0,5078,0,0,0,0,0,0,0,0,81,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1293,0,-1,0,0,0,47,0,0,0,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
